dt,hr,node_num,da_total_q1,da_total_q3,da_total_q5,da_total_q10,da_total_q15,da_total_q20,da_total_q30,da_total_q40,da_total_q50,da_total_q60,da_total_q70,da_total_q80,da_total_q85,da_total_q90,da_total_q95,da_total_q97,da_total_q99,rt_total_q1,rt_total_q3,rt_total_q5,rt_total_q10,rt_total_q15,rt_total_q20,rt_total_q30,rt_total_q40,rt_total_q50,rt_total_q60,rt_total_q70,rt_total_q80,rt_total_q85,rt_total_q90,rt_total_q95,rt_total_q97,rt_total_q99
2026-06-27,24,348,25.642282,24.929989,23.148273,25.076414,27.09645,29.271786,26.967802,30.52424,30.974886,32.042507,31.637905,31.539711,36.09923,33.893997,37.21698,36.816162,38.125694,2.476003,14.267446,14.241784,16.573408,10.060517,12.077405,18.357048,15.710198,16.776974,11.255513,14.308652,9.998097,13.249856,12.2941675,16.045877,25.202682,93.26135
2026-06-27,24,349,-0.1086523,5.8146935,5.076273,8.262955,10.077511,11.466661,13.334678,14.905247,16.510456,19.302069,22.34984,21.705683,23.995392,28.763746,29.903711,30.843065,35.739685,-23.317799,-13.046219,-9.484062,-4.129505,-3.2202165,-0.61005956,4.5240784,6.5258026,8.341583,10.947445,14.794991,19.189964,21.379885,29.105988,43.84984,53.941563,87.87261
2026-06-27,24,542,-1.3084528,5.302185,4.829876,8.365292,10.235991,11.91153,14.15407,15.877542,18.30171,21.352219,25.400509,25.062122,27.794943,33.48575,35.06718,36.365837,42.685455,-28.11721,-16.165882,-10.162228,-4.7894077,-3.3324735,-0.481344,4.8107243,6.8517857,9.523073,12.789435,17.454468,22.756296,25.93888,35.41015,55.759983,66.74652,114.62697
2026-06-27,24,546,-17.765135,-9.255552,-2.2996674,2.4260998,5.3960247,9.215506,10.633641,13.396987,15.654126,17.482418,20.596209,21.013437,23.411526,25.523956,31.397617,31.662628,37.906662,-88.937164,-44.04466,-28.938786,-13.735279,-6.291435,-0.019698638,3.7749848,9.257632,10.977544,13.732626,19.126127,24.873138,31.883581,33.781677,48.690376,67.88852,120.3697
2026-06-27,24,550,-17.865591,-9.571108,-2.325451,2.8491879,6.440529,9.90852,11.765074,14.245756,17.277721,18.808367,22.332407,22.765457,25.654388,27.758856,34.153614,34.489986,41.2916,-93.57249,-46.00584,-30.310501,-14.652447,-6.3171096,0.02385376,3.4275117,9.683104,11.262063,14.209974,19.544851,26.540295,33.430054,36.85333,53.698803,73.42909,133.0819
2026-06-27,24,601,1.4252492,3.7033865,3.885649,6.981184,6.509329,7.482876,9.502274,10.168506,11.309796,11.152637,12.041311,12.812502,13.531527,13.4233885,14.752491,13.324181,14.573401,-12.567053,-7.6068997,-6.4693227,-0.74004394,1.4926412,1.2693765,4.8071666,4.812555,7.3423104,9.91575,11.953878,14.008882,16.129452,16.849905,17.498789,15.264407,33.810978
2026-06-27,24,635,0.51953334,2.7368128,3.2402022,6.2676897,6.1665974,7.1378374,8.960663,9.855387,11.041348,11.024487,11.704144,12.379456,13.743673,13.406139,14.491906,12.777588,13.879161,-14.227533,-9.700916,-8.096725,-2.920729,-0.18570739,-0.3535617,3.0542123,3.303333,6.085753,8.23503,10.410364,12.470575,14.644183,13.360153,15.203357,10.875193,27.089808
2026-06-27,24,636,11.515083,16.340923,18.96061,19.61101,20.606157,20.50422,22.19485,23.95121,23.63513,24.346985,25.873653,26.616028,26.761873,29.109016,32.141106,36.648697,39.254257,-14.414423,-1.1791285,7.1674185,6.3264503,9.725832,9.577554,10.845447,15.020317,18.151342,20.052103,24.06732,28.694983,32.420074,36.257984,49.782784,60.369865,108.72772
2026-06-27,24,704,12.093757,16.01716,18.335627,19.463982,20.449532,20.507124,21.90952,23.659,23.876635,24.522736,26.228935,26.953312,27.36958,29.38699,32.159775,35.99256,39.187004,-12.710356,0.21974388,7.246848,7.625334,10.883732,11.151765,12.945135,16.636562,19.259974,21.104462,24.72426,29.021683,32.507915,36.492783,48.970917,59.11084,105.59531
2026-06-27,24,734,13.951758,16.59336,18.452023,20.637213,22.191399,24.142855,25.513298,26.608929,26.885077,28.438398,28.919899,31.81961,31.635624,32.5551,34.29642,36.798897,39.12227,-3.8360155,5.210169,6.499771,10.984968,12.707962,13.298061,15.82094,17.429646,22.249727,23.113863,26.574692,30.026617,32.468384,37.071396,48.649944,63.93221,107.84094
2026-06-27,24,735,11.337882,13.875752,16.30988,18.829365,20.100622,22.155876,22.88927,23.819609,24.607395,25.868973,26.196674,28.516764,28.622456,30.092028,31.8433,34.988895,36.031322,-6.0658855,2.1317332,6.5506535,8.972639,12.337997,11.770573,14.190245,15.870617,19.019175,19.406107,22.415834,26.285824,27.601982,31.738848,41.982708,56.433655,96.49794
2026-06-27,24,766,4.575991,7.466456,7.7155538,10.104507,12.532043,13.045067,14.022341,15.026254,15.653197,16.86813,17.65613,19.33241,19.580679,21.62491,23.494442,24.924717,28.687656,-13.911557,-8.409978,-7.6795454,-1.2295026,-0.07634631,0.7920771,2.8813753,6.8909826,8.768825,10.855473,14.238342,17.831621,22.863964,23.528563,32.10958,36.713074,79.95905
2026-06-27,24,792,3.4011672,6.0397153,7.0059495,9.427406,11.121546,12.071762,11.794792,14.03108,15.011919,16.09193,16.568316,18.884815,18.057222,20.46147,21.7753,24.277878,26.283714,-13.494409,-9.735967,-9.138009,-2.5140085,-0.74952215,-0.65649694,2.18324,5.254287,7.8300524,9.235927,12.101063,15.5784,19.386284,18.856264,26.566502,31.690184,72.44203
2026-06-27,24,794,17.1054,19.425697,20.69062,22.210323,23.529335,23.550045,26.32779,27.672388,28.353964,30.487408,33.61193,34.648396,37.68056,39.95402,45.1932,45.285458,53.3517,1.0326613,6.018833,7.729101,9.210318,11.816929,14.569626,17.32894,18.509254,20.310703,20.588581,23.86119,28.372097,36.859203,40.78677,59.712166,77.489136,117.00193
2026-06-27,24,822,14.9222555,17.3297,18.55639,19.839676,21.346165,21.727482,24.614729,25.526596,26.457535,28.89903,31.689987,33.03647,35.682457,38.172764,44.06672,44.621044,52.245182,-1.5991346,3.510616,5.17515,7.3556976,10.03661,13.07589,14.927966,16.931438,19.02288,20.202993,23.65,27.561325,35.768276,40.069565,58.77251,75.546,117.93082
2026-06-27,24,835,4.831743,8.054508,10.229294,10.662998,10.623541,12.525095,13.245447,14.775423,14.964479,15.756521,15.153833,18.930868,18.259487,18.88248,21.868216,24.714622,26.884523,-2.0452719,0.22962292,2.8578043,9.928,9.222278,12.162429,13.7809305,14.638974,18.939356,20.157454,21.687828,24.242802,23.78868,27.180159,30.458933,37.979664,62.056355
2026-06-27,24,887,3.6402643,6.3967643,9.936136,10.763594,10.513802,12.459654,13.763758,15.40704,15.794767,16.287188,15.9909115,20.26442,18.945536,19.26529,23.475866,26.835564,27.869455,-1.3036755,1.9709998,4.1193476,11.114438,11.793847,14.971398,16.23153,17.459438,22.427134,23.916338,26.616968,29.417162,27.779991,31.272608,35.037777,44.098206,66.487274
2026-06-27,24,903,12.99526,15.7619915,17.657347,20.91125,22.799837,23.918947,27.291864,31.311144,33.733807,39.78922,42.306698,47.35867,52.111286,58.710915,65.16023,72.9545,92.15115,-11.227585,-6.5272145,-2.6219945,2.9991221,6.156463,6.961883,11.256172,11.218956,14.751678,18.879223,25.885326,39.152924,44.48969,62.774067,85.08304,133.02449,303.83893
2026-06-27,24,972,5.869024,7.233213,11.417089,13.925802,14.130667,14.878378,18.945055,21.219687,22.59949,28.39541,30.314806,34.29522,36.85001,42.287773,46.77617,54.511547,76.77056,-11.808968,-10.271828,-5.8197103,0.2032619,2.3076777,2.9619594,7.9842143,5.1853175,9.224663,12.308464,20.181847,31.06908,32.760937,47.72301,68.156494,105.45191,281.897
2026-06-27,24,1027,21.869535,23.804462,23.907583,24.996193,25.110203,25.65013,26.51255,27.593843,28.086018,28.895628,29.86166,30.86495,32.37814,32.00547,34.507465,35.992386,38.38814,9.855167,15.283644,16.066076,18.817799,19.478132,20.557673,21.379541,23.085293,23.817116,24.255821,26.795675,26.283825,27.70018,29.355253,37.206676,51.360874,74.034454
2026-06-27,24,1039,20.486553,22.33931,22.956686,24.233868,24.843529,25.540108,26.890182,27.444862,28.58696,29.308275,30.917013,32.244095,34.286602,35.015842,37.23552,39.590298,43.646023,5.265597,11.633196,13.382992,15.611052,17.558275,19.571472,19.60212,22.387949,23.605026,24.208008,26.255281,27.90181,30.587536,34.507774,44.23854,59.50776,89.447365
2026-06-27,24,1051,-30.45142,-28.216915,-23.040298,-22.106453,-19.035378,-16.100887,-14.64954,-12.338068,-11.443512,-10.748966,-4.857851,-1.3438357,1.144333,2.739033,7.97639,8.855922,18.872122,-67.03101,-47.036926,-44.409184,-35.717144,-27.695292,-24.895182,-20.553148,-13.484691,-6.846359,-6.6193194,-0.7441277,-0.26798862,6.1521564,8.996911,18.730682,26.904356,48.964092
2026-06-27,24,1106,-22.495724,-20.75867,-16.12922,-15.5123825,-12.590914,-10.03619,-8.981245,-6.9135056,-6.158325,-5.623577,-0.0789107,3.2182562,5.638159,7.0141325,12.047847,12.469299,21.519564,-55.013676,-37.420815,-35.74085,-27.963064,-20.803164,-18.267504,-14.561675,-7.815107,-1.863975,-1.9708457,3.559525,3.395697,9.351685,12.276861,20.490246,28.743,47.82958
2026-06-27,24,1110,-1.8418423,1.156176,2.882235,2.7477288,4.139935,4.5300393,7.6994653,5.3151097,7.3363004,10.71899,11.461234,14.5569515,16.98234,19.071463,21.639503,23.31772,31.96425,-23.666119,-17.357536,-6.183934,-0.77697265,-1.2400616,5.7622375,6.2186785,5.8553,9.439203,13.64567,15.381457,23.32819,23.283167,31.00165,51.075123,58.70701,120.93867
2026-06-27,24,1117,1.3501381,5.6221833,7.984181,7.016974,10.464349,10.903363,12.727665,10.234265,12.344155,15.633583,17.493196,20.625883,23.436897,24.416147,26.792698,28.206182,37.787006,-17.020699,-13.002465,-2.3013637,2.6858056,3.443395,12.225683,10.840009,11.846239,15.862412,19.729383,22.846495,30.075413,30.2869,39.617462,61.659832,68.318184,138.82234
2026-06-27,24,1142,-18.16397,-8.906199,-5.9807425,0.64870715,0.33908343,2.5800178,3.9452293,3.7858226,6.495924,6.361491,7.7441854,9.879486,10.97421,11.423697,14.505091,13.883718,16.64404,-31.567522,-14.390425,-8.722897,-12.076342,-5.97633,-4.9237576,-1.7831933,1.3600428,-1.9861276,4.1174955,3.6935666,5.347784,5.507843,7.735305,12.409987,27.734274,38.986744
2026-06-27,24,1164,-22.00629,-12.853587,-10.092288,-4.0834494,-3.7333882,-1.5171196,0.07212902,0.7311752,2.5964592,3.1411483,4.344941,6.377573,7.605342,8.319186,10.366186,11.012379,13.474412,-37.8223,-21.927801,-15.865999,-16.22795,-11.594528,-9.90612,-6.541668,-2.9851987,-4.018772,0.78664804,1.0309432,4.3252544,4.189193,5.924464,10.159621,21.628942,33.080204
2026-06-27,24,1176,46.173466,63.49857,77.62427,85.66767,96.16026,90.740524,114.2196,119.8043,127.24677,131.08774,139.74004,154.6723,168.20763,183.17494,203.06915,225.29073,271.9864,-24.875853,15.522719,8.653953,21.4292,31.427132,31.68398,42.285706,57.50949,65.843,83.0928,107.65813,152.68326,178.04788,260.35138,405.49286,529.4723,758.1264
2026-06-27,24,1204,41.35922,57.630722,70.15369,77.81466,87.651985,82.854195,104.80258,109.678505,116.3164,120.70181,128.89868,142.7348,154.91502,169.02405,187.9564,209.06693,251.79175,-24.582365,11.268935,6.119509,18.460258,27.46776,27.933071,38.00684,52.11203,59.560127,75.101105,98.76312,139.3844,163.99077,238.89299,376.7555,493.7875,724.91034
