dt,node_num,incdec,bid_mw,clear_mw,profit,profit_congestion,node_name,rep_constraint,dfax,constraint_family_num,rep_dart,rep_pastyr_mvalue
2023-07-10,1255.0,Increment,410.8,146.0,276.0936000000001,579.04364,KMEA_EMP3_JETM8,498649.0,-0.0582,297.0,RT,-62663.42578125
2023-09-08,541.0,Decrement,113.75,108.8,112.72224000000006,-79.04895999999997,OMPA_KAW,287525.0,0.015,646.0,RT,-1221.1363525390625
2023-09-13,1363.0,Decrement,179.3,127.2,-210.27696,224.05344,SPS.VOLT.0105,536891.0,-0.0196,146.0,RT,-621261.5
2023-09-13,1363.0,Decrement,179.3,127.2,-210.27696,224.05344,SPS.VOLT.0105,540038.0,-0.0566,778.0,RT,-6650.41259765625
2023-10-29,221.0,Increment,224.03,105.0,5879.02226,4094.30318,INDN_MWE_SMKY2,550088.0,-0.0411,540.0,RT,-34743.296875
2023-11-23,1416.0,Decrement,348.4,87.3,-2999.38287,-3025.00353,WR.VOLT.0119,305665.0,-0.0413,748.0,RT,-63391.03125
2023-11-27,737.0,Decrement,258.07,62.6,-193.43633,-631.92871,WFEC_BLUECAN_WIND_FARM,288855.0,-0.1725,784.0,RT,-34303.015625
2023-11-27,737.0,Decrement,258.07,62.6,-193.43633,-631.92871,WFEC_BLUECAN_WIND_FARM,324075.0,0.0215,938.0,RT,-1815.2750244140625
2023-11-27,737.0,Decrement,258.07,62.6,-193.43633,-631.92871,WFEC_BLUECAN_WIND_FARM,319212.0,0.0322,607753.0,RT,-240895.4375
2023-11-27,737.0,Decrement,258.07,62.6,-193.43633,-631.92871,WFEC_BLUECAN_WIND_FARM,544361.0,0.0156,1157071.0,RT,-4442.3818359375
2024-01-22,648.0,Decrement,591.75,176.5,-167.2666599999999,-2227.9964400000003,SPRM_SWCT2,247566.0,0.0419,183.0,RT,-7573.58984375
2024-01-22,648.0,Increment,154.75,96.0,-101.41312,-118.72512000000002,SPRM_SWCT2,499254.0,0.0119,261.0,RT,-12203.4423828125
2024-01-22,648.0,Decrement,591.75,176.5,-167.2666599999999,-2227.9964400000003,SPRM_SWCT2,575063.0,-0.0319,117318.0,RT,-6583.6259765625
2024-01-22,648.0,Increment,154.75,96.0,-101.41312,-118.72512000000002,SPRM_SWCT2,560164.0,0.059,430407.0,RT,-7550.94677734375
2024-01-22,648.0,Decrement,591.75,176.5,-167.2666599999999,-2227.9964400000003,SPRM_SWCT2,489537.0,-0.0139,674923.0,RT,-14081.1337890625
