dt,constraint_family_num,dam,rtm
2022-09-30,608253,-12.1973,0.0
2022-09-30,663233,-4.8781,0.0
2022-09-30,704807,0.0,-2015.5062
2022-09-30,717395,-34.4527,0.0
2022-09-30,807444,0.0,-721.705
2022-09-30,903294,-1288.3442,0.0
2022-09-30,903935,-2865.0658000000003,0.0
2022-09-30,936599,-564.4301,-139.0238
2022-09-30,1030455,0.0,-4826.2345
2022-09-30,1039619,0.0,-255.6042
2022-09-30,1064088,-233.2626,-904.8399
2022-09-30,1088099,0.0,-23.305
2022-09-30,1223504,-417.3476,0.0
2022-09-30,1223709,-297.1314,0.0
2022-09-30,1223742,-364.58,0.0
2022-09-30,1223798,-2358.0428,0.0
2022-09-30,1223882,-3.7751,0.0
2022-09-30,1224097,-802.184,0.0
2022-09-30,1224172,-20.3768,0.0
2022-09-30,1224202,-59.7365,0.0
2022-09-30,1224229,-79.1171,0.0
2022-09-30,1224272,-74.7638,0.0
2022-09-30,1224313,-9.9536,0.0
2022-09-30,1224336,-27.2481,0.0
2022-09-30,1224474,-186.0596,0.0
2022-10-01,114,-36.3968,-344.74699999999996
2022-10-01,141,-104.0024,0.0
2022-10-01,146,-116.64909999999999,-521.9746
2022-10-01,176,-1699.1941,0.0
2022-10-01,281,0.0,-863.6943
2022-10-01,299,-1159.9192,-438.1328
2022-10-01,309,-211.6535,0.0
2022-10-01,409,-67.125,0.0
2022-10-01,439,-610.5069,0.0
2022-10-01,477,0.0,-653.6514
2022-10-01,479,-11.5121,0.0
2022-10-01,480,0.0,-21.077
2022-10-01,585,0.0,-164.9817
2022-10-01,593,-296.0401,-2190.4124
2022-10-01,647,-131.5753,0.0
2022-10-01,648,-155.69480000000001,-14.316
2022-10-01,705,-167.88819999999998,0.0
2022-10-01,799,-284.1232,-10.2292
2022-10-01,802,-548.9875,0.0
2022-10-01,834,-499.18919999999997,0.0
2022-10-01,884,-532.242,-144.3775
2022-10-01,904,-50.0443,-1274.3796
2022-10-01,938,-33.1093,0.0
2022-10-01,965,-482.4282,0.0
2022-10-01,1031,-33.8893,0.0
2022-10-01,1037,-390.9146,-746.1479999999999
2022-10-01,1087,-447.74150000000003,0.0
2022-10-01,6299,-39.231,0.0
2022-10-01,34192,-107.46969999999999,-161.4343
2022-10-01,274585,-231.5452,0.0
2022-10-01,283171,-876.7025,0.0
2022-10-01,410733,-0.2588,0.0
2022-10-01,480442,-280.9205,0.0
2022-10-01,498407,-0.005,0.0
2022-10-01,586274,0.0,-2902.5357
2022-10-01,590346,-3984.0553999999997,0.0
2022-10-01,607753,0.0,-2897.8725
2022-10-01,663233,-27.2965,0.0
2022-10-01,704807,0.0,-4046.7079
2022-10-01,796195,-479.2644,0.0
2022-10-01,903935,-445.4548,0.0
2022-10-01,1030455,-7427.8139,0.0
2022-10-01,1064088,-670.2755,0.0
2022-10-01,1223504,-1036.0113,0.0
2022-10-01,1223742,-1078.9822,0.0
2022-10-01,1223798,-642.946,0.0
2022-10-01,1223848,-89.4597,0.0
2022-10-01,1223869,-25.0362,0.0
2022-10-01,1223882,-1.1317,0.0
2022-10-01,1224052,-27.1416,0.0
2022-10-01,1224098,-297.8944,0.0
2022-10-01,1224172,-32.9088,0.0
2022-10-01,1224229,-48.7989,0.0
2022-10-01,1224474,-48.9743,0.0
2022-10-02,41,-288.69870000000003,-4681.145
2022-10-02,114,-25.736900000000002,-69.4248
2022-10-02,176,-2160.7894,0.0
2022-10-02,192,-8.529399999999999,0.0
2022-10-02,281,0.0,-1644.5872
2022-10-02,299,-474.1411,0.0
2022-10-02,372,-161.0118,0.0
2022-10-02,378,-129.3217,0.0
2022-10-02,409,-519.1278,-55.574799999999996
2022-10-02,441,-710.1838,0.0
2022-10-02,469,-42.69,0.0
2022-10-02,477,0.0,-2799.1484
2022-10-02,479,-38.1299,0.0
2022-10-02,647,-183.233,0.0
2022-10-02,648,-160.8061,-27.9211
2022-10-02,705,-30.8014,-130.7388
2022-10-02,799,-157.8682,-436.6055
2022-10-02,802,-3.0247,0.0
2022-10-02,834,-358.5598,0.0
2022-10-02,884,-347.1379,-353.9592
2022-10-02,904,-17.4775,0.0
2022-10-02,919,0.0,-32.8563
2022-10-02,937,-95.9268,-1514.6186
2022-10-02,965,-385.3488,0.0
2022-10-02,1032,-114.4696,0.0
2022-10-02,1037,-344.3451,-219.57629999999997
2022-10-02,1087,-76.8527,0.0
2022-10-02,34192,-172.1763,0.0
2022-10-02,53793,-2.1453,0.0
2022-10-02,199867,-221.988,-530.5877
2022-10-02,255292,0.0,-24.454
2022-10-02,283171,-469.3142,0.0
2022-10-02,284668,-67.136,-612.5518
2022-10-02,480442,-33.1746,0.0
2022-10-02,498407,-31.6766,0.0
2022-10-02,586274,0.0,-2785.0174
2022-10-02,663233,-27.1791,0.0
2022-10-02,704807,0.0,-3427.915
2022-10-02,796195,-286.06510000000003,0.0
2022-10-02,936599,-16.8258,0.0
2022-10-02,1030455,0.0,-77.87
2022-10-02,1064088,-852.1834,0.0
2022-10-02,1223529,-160.6423,0.0
2022-10-02,1223742,-1487.4368,0.0
2022-10-02,1223848,-265.7161,0.0
2022-10-02,1224098,-442.3637,0.0
2022-10-02,1224172,-67.6377,0.0
2022-10-02,1224229,-54.051,0.0
2022-10-02,1224300,-5.772,0.0
2022-10-02,1224313,-2.3755,0.0
2022-10-02,1224376,-628.4938,0.0
2022-10-02,1224474,-124.91120000000001,0.0
2022-10-03,41,-44.8514,-59.4832
2022-10-03,54,-64.6371,0.0
2022-10-03,114,-118.4767,-129.2271
2022-10-03,176,-101.6007,-217.1636
2022-10-03,281,-241.9778,-1796.0851
2022-10-03,288,-765.9663,-351.4524
2022-10-03,299,-438.9698000000001,-3197.3921
2022-10-03,378,-20.4272,0.0
2022-10-03,409,-9.1129,0.0
2022-10-03,441,-906.9295999999999,-51.418
2022-10-03,454,-131.4471,0.0
2022-10-03,477,0.0,-2126.394
2022-10-03,585,-478.25829999999996,-379.4138
2022-10-03,647,-7.8033,0.0
2022-10-03,648,-86.32939999999999,0.0
2022-10-03,705,-186.66140000000001,-250.6431
2022-10-03,728,-42.0771,0.0
2022-10-03,799,0.0,-477.771
2022-10-03,802,-2.1228,0.0
2022-10-03,884,-340.914,-474.384
2022-10-03,919,-171.6746,-42.3737
2022-10-03,937,-575.9605,-441.6009
2022-10-03,1037,-187.8469,-323.4635
2022-10-03,1087,-48.2184,0.0
2022-10-03,118484,0.0,-874.7719
2022-10-03,154817,0.0,-178.7864
2022-10-03,167423,-73.3159,-754.9143
2022-10-03,192649,-40.2112,0.0
2022-10-03,199867,-1336.7778,0.0
2022-10-03,255292,0.0,-276.9185
2022-10-03,283171,-270.282,0.0
2022-10-03,284668,-201.9038,-328.1741
2022-10-03,498407,-2.0556,0.0
2022-10-03,607753,-260.1932,-3444.2194
2022-10-03,704807,0.0,-5041.596100000001
2022-10-03,903294,0.0,-66.8922
2022-10-03,903935,-36.5958,0.0
2022-10-03,915864,-98.2405,0.0
2022-10-03,1021220,0.0,-186.524
2022-10-03,1030455,0.0,-747.1001
2022-10-03,1031631,0.0,-81.4708
2022-10-03,1039619,0.0,-857.3009999999999
2022-10-03,1064088,-702.2775,0.0
2022-10-03,1124109,-32.0984,0.0
2022-10-03,1223742,-1791.0627,0.0
2022-10-03,1223848,-336.23720000000003,0.0
2022-10-03,1224177,-108.6095,0.0
2022-10-03,1224229,-41.5785,0.0
2022-10-03,1224272,-25.4893,0.0
2022-10-03,1224313,-103.2818,0.0
2022-10-03,1224376,-731.9778,0.0
2022-10-03,1224474,-21.5603,0.0
2022-10-04,114,0.0,-6.9578
2022-10-04,176,0.0,-304.6135
2022-10-04,281,-357.63870000000003,-68.8838
2022-10-04,288,-149.7045,0.0
2022-10-04,299,-364.70050000000003,-1411.7963
2022-10-04,420,-233.3926,0.0
2022-10-04,441,-664.0292000000001,-21.4513
2022-10-04,511,-2177.4777,0.0
2022-10-04,578,-17.9382,0.0
2022-10-04,585,-24.028,0.0
2022-10-04,593,-230.51430000000002,-1952.6102
2022-10-04,735,-537.4141,0.0
2022-10-04,802,-4.3271999999999995,0.0
2022-10-04,884,-11.379000000000001,0.0
2022-10-04,937,-91.3939,0.0
2022-10-04,1032,-8.2822,0.0
2022-10-04,1037,-95.0534,-22.5973
2022-10-04,1087,-4.3136,0.0
2022-10-04,84857,0.0,-2384.9589
2022-10-04,86955,-10.4056,-2.1217
2022-10-04,118484,0.0,-75.9332
2022-10-04,154817,0.0,-3.2945
2022-10-04,167423,-403.7015,0.0
2022-10-04,192649,-176.4602,0.0
2022-10-04,199867,-835.4855,0.0
2022-10-04,211274,-615.5638,0.0
2022-10-04,214773,0.0,-1570.0018
2022-10-04,283171,-6.1209,0.0
2022-10-04,284668,-826.4856,-59.2399
2022-10-04,449908,-0.8951,0.0
2022-10-04,590346,-1037.2028,0.0
2022-10-04,704807,0.0,-1224.4024
2022-10-04,915864,-228.409,0.0
2022-10-04,936599,-19.9636,-60.082499999999996
2022-10-04,1064088,-1025.188,0.0
2022-10-04,1074103,-11.3946,-704.1851
2022-10-04,1088099,0.0,-553.61
2022-10-04,1223672,-81.6982,0.0
2022-10-04,1223742,-892.7125000000001,0.0
2022-10-04,1223848,-418.9267,0.0
2022-10-04,1223889,-83.5762,0.0
2022-10-04,1224067,-355.7658,0.0
2022-10-04,1224229,-7.2391,0.0
2022-10-04,1224376,-675.4784999999999,0.0
2022-10-05,141,-33.036,0.0
2022-10-05,146,-353.6357,-0.5547000000000001
2022-10-05,299,-75.00229999999999,0.0
2022-10-05,378,-2.7192,0.0
2022-10-05,414,-233.0695,0.0
2022-10-05,511,-2692.7384,0.0
2022-10-05,537,-27.2022,0.0
2022-10-05,585,-457.8133,0.0
2022-10-05,749,0.0,-401.4545
2022-10-05,802,-14.759699999999999,0.0
2022-10-05,902,-3.6824000000000003,0.0
2022-10-05,919,-1658.569,0.0
2022-10-05,1032,-69.247,0.0
2022-10-05,1087,-568.7824,0.0
2022-10-05,6299,-99.434,-185.8245
2022-10-05,84857,-228.2875,0.0
2022-10-05,86955,-47.778400000000005,-75.9964
2022-10-05,167423,-76.18299999999999,0.0
2022-10-05,182030,0.0,-357.3444
2022-10-05,274585,-286.2738,0.0
2022-10-05,449908,-60.871,0.0
2022-10-05,519378,0.0,-585.5134
2022-10-05,586274,-165.2416,-959.4635
2022-10-05,662067,-30.9263,0.0
2022-10-05,936599,0.0,-33.7045
2022-10-05,948073,-7.5072,0.0
2022-10-05,1064088,-2699.8924,0.0
2022-10-05,1074103,0.0,-931.6709
2022-10-05,1088099,0.0,-260.995
2022-10-05,1223609,-614.1689,0.0
2022-10-05,1223674,-798.9629,0.0
2022-10-05,1223742,-936.2674000000001,0.0
2022-10-05,1223848,-13.7949,0.0
2022-10-05,1224196,-1.1145,0.0
2022-10-05,1224229,-3.4096,0.0
2022-10-05,1224376,-268.7027,0.0
2022-10-06,96,-291.2854,-1014.8872
2022-10-06,141,-152.9527,0.0
2022-10-06,146,-2667.2158,0.0
2022-10-06,173,-208.001,0.0
2022-10-06,281,-48.2994,0.0
2022-10-06,288,-795.6705999999999,-59.6562
2022-10-06,378,-29.625999999999998,0.0
2022-10-06,413,-594.1471,0.0
2022-10-06,414,-386.57399999999996,-1166.0236
2022-10-06,441,-62.5569,-46.4058
2022-10-06,477,0.0,-61.7383
2022-10-06,511,-1507.8709,0.0
2022-10-06,648,-652.0198,0.0
2022-10-06,749,0.0,-41.5221
2022-10-06,761,-328.464,0.0
2022-10-06,802,-33.7875,0.0
2022-10-06,919,-1409.1577,0.0
2022-10-06,938,-531.4513,-52.5676
2022-10-06,960,-91.9412,0.0
2022-10-06,982,-195.9816,0.0
2022-10-06,1032,-65.2038,0.0
2022-10-06,1056,0.0,-2902.0189
2022-10-06,1064,-1001.3454,0.0
2022-10-06,1082,-63.816,0.0
2022-10-06,1087,-107.134,0.0
2022-10-06,1090,0.0,-4553.2492
2022-10-06,6299,-125.4077,-169.2983
2022-10-06,20061,0.0,-6438.4711
2022-10-06,158315,-14.5311,0.0
2022-10-06,182030,0.0,-525.5892
2022-10-06,274585,-577.0014,0.0
2022-10-06,476719,0.0,-419.0787
2022-10-06,487014,0.0,-2.5195
2022-10-06,503306,0.0,-177.6865
2022-10-06,519378,0.0,-424.94169999999997
2022-10-06,586274,0.0,-1399.6736
2022-10-06,603360,-175.7468,-379.8697
2022-10-06,607753,-412.5325,-2964.4966
2022-10-06,663233,-257.8396,0.0
2022-10-06,718883,-69.8758,0.0
2022-10-06,734352,-304.5119,0.0
2022-10-06,787132,0.0,-421.50370000000004
2022-10-06,903935,-114.1983,0.0
2022-10-06,917911,-633.9085,0.0
2022-10-06,931600,0.0,-926.6598
2022-10-06,948073,-13.4033,0.0
2022-10-06,1030455,0.0,-923.1943000000001
2022-10-06,1061294,-30.793899999999997,0.0
2022-10-06,1074103,0.0,-348.0068
2022-10-06,1088099,0.0,-1277.9726
2022-10-06,1223475,-149.5195,0.0
2022-10-06,1223516,-100.4958,0.0
2022-10-06,1223609,-4944.4096,0.0
2022-10-06,1223737,-42.2322,0.0
2022-10-06,1223742,-331.587,0.0
2022-10-06,1223777,-234.9574,0.0
2022-10-06,1223829,-3.6017,0.0
2022-10-06,1223945,-489.8737,0.0
2022-10-06,1224052,-465.83750000000003,0.0
2022-10-06,1224092,-1078.9594,0.0
2022-10-06,1224196,-40.1699,0.0
2022-10-06,1224229,-30.9891,0.0
2022-10-06,1224293,-259.6451,0.0
2022-10-06,1224367,-42.0386,0.0
2022-10-06,1224376,-563.9881,0.0
2022-10-07,96,-26.0062,0.0
2022-10-07,146,-702.0733,0.0
2022-10-07,192,-112.38929999999999,0.0
2022-10-07,281,-269.7574,-913.3012000000001
2022-10-07,288,-136.4149,0.0
2022-10-07,409,-677.0761,-128.2313
2022-10-07,439,-921.6961000000001,0.0
2022-10-07,441,-123.2029,0.0
2022-10-07,511,-1070.104,0.0
2022-10-07,728,-1346.468,0.0
2022-10-07,778,-8.1511,-662.4418000000001
2022-10-07,802,-870.6717,0.0
2022-10-07,1032,-170.7967,0.0
2022-10-07,1087,-42.1269,0.0
2022-10-07,1090,-283.3481,-10.682400000000001
2022-10-07,53793,-79.5941,0.0
2022-10-07,86955,-229.1048,-3.6054
2022-10-07,126066,-167.6321,0.0
2022-10-07,157886,-120.29910000000001,0.0
2022-10-07,167423,-236.8328,-2655.404
2022-10-07,171105,0.0,-40.1473
2022-10-07,182030,-79.5879,0.0
2022-10-07,297656,-32.634100000000004,0.0
2022-10-07,383281,0.0,-90.7972
2022-10-07,487014,0.0,-214.271
2022-10-07,503306,0.0,-29.4224
2022-10-07,586274,-12.6656,-581.7325
2022-10-07,718883,0.0,-9.5248
2022-10-07,787132,0.0,-152.7577
2022-10-07,821881,0.0,-143.7463
2022-10-07,1074103,-145.79319999999998,0.0
2022-10-07,1088099,0.0,-119.3742
2022-10-07,1223848,-25.123600000000003,0.0
2022-10-07,1223884,-21.5237,0.0
2022-10-07,1224012,-63.9449,0.0
2022-10-07,1224210,-125.7721,0.0
2022-10-07,1224229,-7.8162,0.0
2022-10-07,1224264,-76.3258,0.0
2022-10-07,1224376,-286.9401,0.0
2022-10-08,141,-10.0893,0.0
2022-10-08,176,-217.2262,0.0
2022-10-08,281,0.0,-1071.3442
2022-10-08,288,-23.4136,0.0
2022-10-08,378,-97.1323,0.0
2022-10-08,585,0.0,-1542.2007
2022-10-08,705,-12.535,0.0
2022-10-08,802,-60.917699999999996,0.0
2022-10-08,884,-72.97820000000002,0.0
2022-10-08,896,-69.60730000000001,-173.3562
2022-10-08,1032,-14.0805,0.0
2022-10-08,86955,-176.9068,-156.0216
2022-10-08,167423,-191.8601,0.0
2022-10-08,182030,0.0,-18.2606
2022-10-08,274585,-23.844,0.0
2022-10-08,297656,-1.4209,0.0
2022-10-08,487014,0.0,-244.7476
2022-10-08,586274,-377.2441,-3411.1059999999998
2022-10-08,590346,-524.9747,0.0
2022-10-08,821881,0.0,-1006.4531
2022-10-08,1064088,-1379.0947,0.0
2022-10-08,1074103,-415.6505,0.0
2022-10-08,1088099,-82.4278,0.0
2022-10-08,1127662,0.0,-787.4354000000001
2022-10-08,1223848,-23.8121,0.0
2022-10-08,1224229,-0.1283,0.0
2022-10-08,1224336,-161.1095,0.0
2022-10-08,1224376,-315.124,0.0
2022-10-09,146,-32.9793,0.0
2022-10-09,281,0.0,-499.979
2022-10-09,288,-189.9016,0.0
2022-10-09,441,-86.37049999999999,0.0
2022-10-09,585,0.0,-287.0886
2022-10-09,728,-98.1864,0.0
2022-10-09,778,-17.5622,0.0
2022-10-09,802,-9.498099999999999,0.0
2022-10-09,896,-12.1794,0.0
2022-10-09,962,-28.164900000000003,0.0
2022-10-09,1032,-27.673500000000004,0.0
2022-10-09,1056,0.0,-364.47929999999997
2022-10-09,1087,-1.8967,0.0
2022-10-09,86955,-121.9342,-59.9174
2022-10-09,156109,-10.4791,0.0
2022-10-09,157886,-34.144,0.0
2022-10-09,182030,0.0,-46.667
2022-10-09,236111,-49.244699999999995,0.0
2022-10-09,284668,-8.2382,0.0
2022-10-09,480442,-40.9633,0.0
2022-10-09,487014,0.0,-56.8964
2022-10-09,586274,0.0,-154.3567
2022-10-09,626033,-256.4703,0.0
2022-10-09,821881,0.0,-594.7420999999999
2022-10-09,903935,-104.26,0.0
2022-10-09,1064088,-2690.7367,0.0
2022-10-09,1074103,-341.6887,0.0
2022-10-09,1088099,-12.6183,0.0
2022-10-09,1127662,0.0,-891.0994
2022-10-09,1223609,-296.6077,0.0
2022-10-09,1223818,-37.8908,0.0
2022-10-09,1223980,-3.2461,0.0
2022-10-09,1224229,-2.8313,0.0
2022-10-09,1224376,-582.28,0.0
2022-10-09,1224417,-53.2188,0.0
2022-10-10,7,0.0,-12.8597
2022-10-10,54,-1387.4414,0.0
2022-10-10,106,-30.5349,0.0
2022-10-10,114,0.0,-398.17900000000003
2022-10-10,146,-119.0574,0.0
2022-10-10,158,-45.375099999999996,0.0
2022-10-10,192,-40.101299999999995,0.0
2022-10-10,281,-417.93960000000004,-581.7793
2022-10-10,288,-151.3382,-306.4688
2022-10-10,295,0.0,-180.1929
2022-10-10,299,-760.2654,0.0
2022-10-10,441,-536.4296,-291.88120000000004
2022-10-10,474,-122.2379,0.0
2022-10-10,585,0.0,-482.4258
2022-10-10,593,-639.2498,-339.7987
2022-10-10,648,-88.66319999999999,0.0
2022-10-10,694,-17.8203,0.0
2022-10-10,705,0.0,-62.1274
2022-10-10,778,0.0,-77.5264
2022-10-10,799,-1740.0154,0.0
2022-10-10,802,-49.0565,0.0
2022-10-10,884,-202.6368,-137.6422
2022-10-10,896,-50.8605,0.0
2022-10-10,937,-168.3442,-495.5899
2022-10-10,1032,-2.0963,0.0
2022-10-10,1037,-191.50580000000002,-215.74880000000002
2022-10-10,1087,-117.7851,0.0
2022-10-10,23524,0.0,-167.377
2022-10-10,34192,0.0,-42.1137
2022-10-10,86955,-77.3523,-120.0731
2022-10-10,118484,-3377.2461000000003,0.0
2022-10-10,154817,0.0,-97.023
2022-10-10,156109,-43.4226,0.0
2022-10-10,167423,-735.0351,0.0
2022-10-10,182030,-17.4996,-322.4994
2022-10-10,199867,-740.3705,0.0
2022-10-10,214773,0.0,-281.7438
2022-10-10,236111,0.0,-4978.2549
2022-10-10,283171,-24.877,0.0
2022-10-10,284668,-1316.8247999999999,-111.2461
2022-10-10,323305,-424.174,-194.02530000000002
2022-10-10,487014,0.0,-31.886
2022-10-10,498407,-26.363200000000003,0.0
2022-10-10,515936,0.0,-100.2831
2022-10-10,586274,0.0,-514.8674
2022-10-10,603360,0.0,-531.414
2022-10-10,607753,-1906.0810000000001,-416.5458
2022-10-10,643466,-62.243300000000005,0.0
2022-10-10,663233,-16.7262,0.0
2022-10-10,704807,0.0,-1758.3545000000001
2022-10-10,746713,0.0,-306.0916
2022-10-10,903935,-51.5578,0.0
2022-10-10,915864,-60.6671,0.0
2022-10-10,936599,-222.1887,0.0
2022-10-10,984343,-172.3804,0.0
2022-10-10,1031631,0.0,-17.505
2022-10-10,1088099,-251.8962,0.0
2022-10-10,1127662,0.0,-4437.7939
2022-10-10,1223538,-33.8197,0.0
2022-10-10,1223609,-82.2706,0.0
2022-10-10,1223614,-1921.6354999999999,0.0
2022-10-10,1223737,-128.8392,0.0
2022-10-10,1223848,-6.496,0.0
2022-10-10,1224097,-224.3866,0.0
2022-10-10,1224135,-192.3139,0.0
2022-10-10,1224177,-203.5677,0.0
2022-10-10,1224229,-37.424,0.0
2022-10-10,1224376,-79.0506,0.0
2022-10-10,1224417,-213.79000000000002,0.0
2022-10-11,54,-347.6068,0.0
2022-10-11,183,-706.5202,0.0
2022-10-11,192,-29.6219,0.0
2022-10-11,268,0.0,-6.0594
2022-10-11,288,-340.8582,0.0
2022-10-11,295,0.0,-378.8049
2022-10-11,347,0.0,-62.6401
2022-10-11,537,-24.0804,0.0
2022-10-11,585,0.0,-142.4925
2022-10-11,648,-42.4849,0.0
2022-10-11,705,-35.7996,-1.2013
2022-10-11,799,-6198.1785,-129.2642
2022-10-11,904,-54.1824,-3534.1957
2022-10-11,1037,-953.1582999999999,-471.4633
2022-10-11,1087,-629.6878,0.0
2022-10-11,23524,0.0,-74.2091
2022-10-11,28156,0.0,-185.3774
2022-10-11,34192,0.0,-10.2172
2022-10-11,84857,0.0,-9863.2339
2022-10-11,118484,-206.61169999999998,0.0
2022-10-11,154817,-47.8859,0.0
2022-10-11,167423,-5582.7023,-121.4378
2022-10-11,192649,-395.09709999999995,0.0
2022-10-11,201890,0.0,-65.6876
2022-10-11,214773,0.0,-12.2776
2022-10-11,236111,0.0,-8989.5608
2022-10-11,283171,-193.00390000000002,0.0
2022-10-11,284668,-9181.5967,0.0
2022-10-11,323305,0.0,-82.469
2022-10-11,383281,0.0,-71.3749
2022-10-11,515936,0.0,-4153.8161
2022-10-11,586274,0.0,-279.7008
2022-10-11,603360,0.0,-3146.8036
2022-10-11,607753,0.0,-9.7207
2022-10-11,626033,-1233.0041,0.0
2022-10-11,704807,0.0,-2609.2672000000002
2022-10-11,787132,0.0,-447.6641
2022-10-11,903935,-91.9293,0.0
2022-10-11,915864,-204.4602,0.0
2022-10-11,984343,-2645.6864,0.0
2022-10-11,1030455,0.0,-1340.4641
2022-10-11,1031631,0.0,-162.85410000000002
2022-10-11,1064088,-3733.4365000000003,0.0
2022-10-11,1088099,-1334.2482,0.0
2022-10-11,1124109,-137.4539,0.0
2022-10-11,1127662,0.0,-1748.8112
2022-10-11,1128760,-5825.9283,0.0
2022-10-11,1129297,0.0,-5644.7636
2022-10-11,1223538,-95.53790000000001,0.0
2022-10-11,1223614,-1640.4862,0.0
2022-10-11,1223717,-10.5922,0.0
2022-10-11,1223737,-1192.7968,0.0
2022-10-11,1223814,-65.0993,0.0
2022-10-11,1223931,-12.6195,0.0
2022-10-11,1224098,-1014.0962999999999,0.0
2022-10-11,1224177,-331.882,0.0
2022-10-11,1224229,-108.1186,0.0
2022-10-11,1224376,-153.654,0.0
2022-10-12,41,0.0,-3816.6538
2022-10-12,53,-85.5787,0.0
2022-10-12,54,-547.7125,0.0
2022-10-12,75,-93.1786,0.0
2022-10-12,141,-329.2788,0.0
2022-10-12,173,-1640.017,0.0
2022-10-12,192,-44.4472,-187.1062
2022-10-12,199,0.0,-200.986
2022-10-12,232,-202.0688,0.0
2022-10-12,281,0.0,-145.0072
2022-10-12,288,-199.6204,-76.4668
2022-10-12,295,0.0,-142.5252
2022-10-12,297,-478.36069999999995,-4130.7096
2022-10-12,347,0.0,-15.904600000000002
2022-10-12,414,-1147.7823,-2.7822
2022-10-12,441,-295.7171,0.0
2022-10-12,469,0.0,-720.6312
2022-10-12,480,0.0,-35.1227
2022-10-12,537,-7.5402,0.0
2022-10-12,539,-462.8838,0.0
2022-10-12,585,-82.7516,-2218.8698
2022-10-12,593,-2608.1653,0.0
2022-10-12,648,-34.0364,0.0
2022-10-12,697,-471.70169999999996,-212.8668
2022-10-12,784,-75.4468,-634.6847
2022-10-12,802,-14.4895,0.0
2022-10-12,884,-293.8183,-445.98170000000005
2022-10-12,896,0.0,-54.0694
2022-10-12,904,-582.5366,-176.2376
2022-10-12,937,0.0,-226.5067
2022-10-12,938,-534.0437,-150.7719
2022-10-12,965,0.0,-8.0831
2022-10-12,982,-38.0848,0.0
2022-10-12,1037,0.0,-1.7348999999999999
2022-10-12,1052,0.0,-483.74539999999996
2022-10-12,1087,-876.4161,0.0
2022-10-12,6299,-18.7202,0.0
2022-10-12,23524,0.0,-656.0181
2022-10-12,28156,-108.83789999999999,0.0
2022-10-12,32710,-1615.1883,0.0
2022-10-12,34192,-134.1189,0.0
2022-10-12,84857,-353.174,0.0
2022-10-12,118484,-640.8512,0.0
2022-10-12,126066,-167.2037,0.0
2022-10-12,126200,-3.7561,0.0
2022-10-12,154817,-15.1026,-126.7743
2022-10-12,167423,-461.9418,-468.7257
2022-10-12,181575,-268.3738,0.0
2022-10-12,199867,-1517.9844,-440.75100000000003
2022-10-12,201890,0.0,-193.3217
2022-10-12,214773,0.0,-2909.5921
2022-10-12,236111,-31.725299999999997,-3146.0777000000003
2022-10-12,255292,0.0,-97.0698
2022-10-12,283171,-1438.0205999999998,-146.8863
2022-10-12,284668,-641.4166,-123.6634
2022-10-12,480442,-28.1102,-0.0015
2022-10-12,498406,-22.6355,0.0
2022-10-12,503306,-638.7735,0.0
2022-10-12,515297,0.0,-303.782
2022-10-12,515936,-3118.2825000000003,-166.6
2022-10-12,529235,-219.59660000000002,0.0
2022-10-12,586274,-5.4944,-2735.0643
2022-10-12,603360,-259.6468,-1899.3701
2022-10-12,606647,-14.4948,0.0
2022-10-12,607753,-758.3275,-283.2436
2022-10-12,643466,0.0,-104.6099
2022-10-12,787132,0.0,-103.40520000000001
2022-10-12,821881,0.0,-1392.8608
2022-10-12,903935,-522.4056,0.0
2022-10-12,917911,-206.46790000000001,0.0
2022-10-12,936599,-1029.577,-181.64249999999998
2022-10-12,984343,-2351.9557,0.0
2022-10-12,1031631,0.0,-36.45910000000001
2022-10-12,1064088,-595.0091,-6.2877
2022-10-12,1129297,0.0,-4998.513800000001
2022-10-12,1129343,-41.1965,0.0
2022-10-12,1223491,-20.0173,0.0
2022-10-12,1223494,-1690.4193,0.0
2022-10-12,1223511,-289.0798,0.0
2022-10-12,1223529,-136.9945,0.0
2022-10-12,1223538,-22.8633,0.0
2022-10-12,1223609,-497.1422,0.0
2022-10-12,1223614,-7840.4439,0.0
2022-10-12,1223668,-1397.7202,0.0
2022-10-12,1223730,-34.5701,0.0
2022-10-12,1223913,-769.6442,0.0
2022-10-12,1223930,-362.3103,0.0
2022-10-12,1224098,-869.614,0.0
2022-10-12,1224127,-1560.9428,0.0
2022-10-12,1224229,-44.4063,0.0
2022-10-12,1224293,-919.5769,0.0
2022-10-12,1224313,-15.2799,0.0
2022-10-13,49,-341.6326,-675.914
2022-10-13,53,-68.0417,0.0
2022-10-13,141,-0.6763,0.0
2022-10-13,173,-100.2552,-231.9941
2022-10-13,192,-1313.4955,-77.9731
2022-10-13,199,0.0,-1877.4039
2022-10-13,261,0.0,-285.0403
2022-10-13,281,-122.4321,-243.9793
2022-10-13,288,-505.5362,0.0
2022-10-13,295,0.0,-14.8644
2022-10-13,299,-33.0475,-57.6451
2022-10-13,376,-142.404,-7.8747
2022-10-13,414,-79.9864,0.0
2022-10-13,420,-5.6487,0.0
2022-10-13,469,0.0,-64.3625
2022-10-13,479,-13.8531,0.0
2022-10-13,480,-44.1729,0.0
2022-10-13,537,-36.859,0.0
2022-10-13,539,-309.73470000000003,0.0
2022-10-13,577,-82.90830000000001,0.0
2022-10-13,648,-299.0788,0.0
2022-10-13,694,-278.77639999999997,0.0
